school_id,year,short_name,school_type,primary_category,address,city,state,zip,phone,website,progress_report_year,student_growth_rating,student_attainment_rating,growth_reading_grades_tested_pct_es,growth_math_grades_tested_pct_es,attainment_reading_pct_es,attainment_math_pct_es,culture_climate_rating,school_survey_involved_families,school_survey_supportive_environment,school_survey_ambitious_instruction,school_survey_effective_leaders,school_survey_collaborative_teachers,school_survey_safety,suspensions_per_100_students_avg_pct,student_attendance_avg_pct,mobility_rate_pct,one_year_dropout_rate_year_1_pct,freshmen_on_track_school_pct_year_1,college_enrollment_school_pct_year_1,college_persistence_school_pct_year_2,teacher_attendance_avg_pct,school_latitude,school_longitude
610173,2017-18,SHERWOOD,Neighborhood,ES, , , , ,7735350829,http://www.sherwood.cps.edu,2017,ABOVE AVERAGE,FAR ABOVE AVERAGE,82,66,91,81,ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,5.8,92.8,21.6,NULL,NULL,NULL,NULL,90.1, , 
610173,2018-19,SHERWOOD,Neighborhood,ES,245 W 57TH ST,Chicago,Illinois,60621,7735350829,https://sherwood.cps.edu,2018,BELOW AVERAGE,AVERAGE,21,37,67,63,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,0.9,93.3,17,NULL,NULL,NULL,NULL,96.3,41.7908,-87.632279
610174,2015-16,SHIELDS,Neighborhood,ES,4250 S ROCKWELL ST,Chicago,Illinois,60632,7735357285, ,2015,FAR ABOVE AVERAGE,AVERAGE,78,90,40,50,ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,3.8,95.1,13.3,7.9,NULL,NULL,NULL,95,41.815909,-87.689647
610174,2016-17,SHIELDS,Neighborhood,ES,4250 S ROCKWELL ST,Chicago,Illinois,60632,7735357285,http://shields.cps.edu,2016,ABOVE AVERAGE,AVERAGE,78,82,41,38,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,8.1,93.4,13.3,NULL,NULL,NULL,NULL,95,41.815909,-87.689647
610174,2017-18,SHIELDS,Neighborhood,ES, , , , ,7735357285,http://shields.cps.edu,2017,AVERAGE,AVERAGE,64,61,42,38,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,5.8,92.8,10.5,NULL,NULL,NULL,NULL,90.1, , 
610174,2018-19,SHIELDS,Neighborhood,ES,4250 S ROCKWELL ST,Chicago,Illinois,60632,7735357285,http://shields.cps.edu,2018,ABOVE AVERAGE,BELOW AVERAGE,68,90,27,34,WELL ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,1.1,93.3,9.5,NULL,NULL,NULL,NULL,93.9,41.815909,-87.689647
610175,2015-16,SHOESMITH,Neighborhood,ES,1330 E 50TH ST,Chicago,Illinois,60615,7735351764, ,2015,ABOVE AVERAGE,ABOVE AVERAGE,85,61,79,76,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,3.8,95.1,17.5,7.9,NULL,NULL,NULL,95,41.804294,-87.593905
610175,2016-17,SHOESMITH,Neighborhood,ES,1330 E 50TH ST,Chicago,Illinois,60615,7735351764,http://shoesmith.cps.edu,2016,ABOVE AVERAGE,ABOVE AVERAGE,81,47,74,58,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,17.5,NULL,NULL,NULL,NULL,95,41.804294,-87.593905
610175,2017-18,SHOESMITH,Neighborhood,ES, , , , ,7735351764,http://shoesmith.cps.edu,2017,ABOVE AVERAGE,AVERAGE,76,80,65,53,WELL ORGANIZED,NEUTRAL,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,5.8,92.8,11,NULL,NULL,NULL,NULL,90.1, , 
610175,2018-19,SHOESMITH,Neighborhood,ES,1330 E 50TH ST,Chicago,Illinois,60615,7735351764,http://shoesmith.cps.edu,2018,ABOVE AVERAGE,AVERAGE,89,82,69,55,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,2.2,93.3,11.3,NULL,NULL,NULL,NULL,96,41.804294,-87.593905
610176,2015-16,SHOOP,Neighborhood,ES,11140 S BISHOP ST,Chicago,Illinois,60643,7735352715, ,2015,ABOVE AVERAGE,AVERAGE,60,90,27,61,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,3.8,95.1,30.9,7.9,NULL,NULL,NULL,95,41.690919,-87.658669
610176,2016-17,SHOOP,Neighborhood,ES,11140 S BISHOP ST,Chicago,Illinois,60643,7735352715,http://shoop.cps.edu/,2016,ABOVE AVERAGE,AVERAGE,71,68,38,49,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,30.9,NULL,NULL,NULL,NULL,95,41.690919,-87.658669
610176,2017-18,SHOOP,Neighborhood,ES, , , , ,7735352715,http://shoop.cps.edu/,2017,ABOVE AVERAGE,AVERAGE,54,95,35,59,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,20.6,NULL,NULL,NULL,NULL,90.1, , 
610176,2018-19,SHOOP,Neighborhood,ES,11140 S BISHOP ST,Chicago,Illinois,60643,7735352715,https://cps.edu/shoop,2018,ABOVE AVERAGE,AVERAGE,44,83,35,61,WELL ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,1.1,93.3,19.1,NULL,NULL,NULL,NULL,95.2,41.690919,-87.658669
610177,2015-16,SKINNER,Classical,ES,1260 W ADAMS ST,Chicago,Illinois,60607,7735347790, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,99,98,99,99,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,3.8,95.1,5.9,7.9,NULL,NULL,NULL,95,41.879103,-87.659419
610177,2016-17,SKINNER,Classical,ES,1260 W ADAMS ST,Chicago,Illinois,60607,7735347790,http://www.skinnerwest.cps.edu,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,75,78,99,99,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,8.1,93.4,5.9,NULL,NULL,NULL,NULL,95,41.879103,-87.659419
610177,2017-18,SKINNER,Classical,ES, , , , ,7735347790,http://www.skinnerwest.cps.edu,2017,ABOVE AVERAGE,FAR ABOVE AVERAGE,85,81,99,99,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,5.8,92.8,4.3,NULL,NULL,NULL,NULL,90.1, , 
610177,2018-19,SKINNER,Classical,ES,1260 W ADAMS ST,Chicago,Illinois,60607,7735347790,https://www.skinnerwest.cps.edu,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,68,87,99,98,ORGANIZED,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,0.5,93.3,6.2,NULL,NULL,NULL,NULL,93.9,41.879103,-87.659419
610178,2015-16,SCHMID,Neighborhood,ES,9755 S GREENWOOD AVE,Chicago,Illinois,60628,7735356235, ,2015,FAR BELOW AVERAGE,BELOW AVERAGE,1,1,27,27,PARTIALLY ORGANIZED,NOT ENOUGH DATA,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,3.8,95.1,16,7.9,NULL,NULL,NULL,95,41.716989,-87.596932
610178,2016-17,SCHMID,Neighborhood,ES,9755 S GREENWOOD AVE,Chicago,Illinois,60628,7735356235,http://www.schmidchargers.org,2016,AVERAGE,AVERAGE,78,35,41,33,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,WEAK,VERY WEAK,8.1,93.4,16,NULL,NULL,NULL,NULL,95,41.716989,-87.596932
610178,2017-18,SCHMID,Neighborhood,ES, , , , ,7735356235,https://schmidelementaryschool.org,2017,AVERAGE,AVERAGE,40,28,43,31,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,13.3,NULL,NULL,NULL,NULL,90.1, , 
610178,2018-19,SCHMID,Neighborhood,ES,9755 S GREENWOOD AVE,Chicago,Illinois,60628,7735356235,https://schmidchargers.org,2018,AVERAGE,BELOW AVERAGE,18,50,28,28,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,5.4,93.3,23.7,NULL,NULL,NULL,NULL,95.1,41.716989,-87.596932
610179,2015-16,SMYSER,Neighborhood,ES,4310 N MELVINA AVE,Chicago,Illinois,60634,7735343711, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,83,70,93,94,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,3.8,95.1,8.5,7.9,NULL,NULL,NULL,95,41.958868,-87.781975
610179,2016-17,SMYSER,Neighborhood,ES,4310 N MELVINA AVE,Chicago,Illinois,60634,7735343711,http://www.smyser.org,2016,AVERAGE,ABOVE AVERAGE,58,58,83,79,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,8.5,NULL,NULL,NULL,NULL,95,41.958868,-87.781975
610179,2017-18,SMYSER,Neighborhood,ES, , , , ,7735343711,http://www.smyser.org,2017,AVERAGE,ABOVE AVERAGE,60,60,84,78,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,5.8,92.8,7.4,NULL,NULL,NULL,NULL,90.1, , 
610179,2018-19,SMYSER,Neighborhood,ES,4310 N MELVINA AVE,Chicago,Illinois,60634,7735343711,https://smyser.org,2018,ABOVE AVERAGE,ABOVE AVERAGE,52,73,79,76,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,2.4,93.3,7.8,NULL,NULL,NULL,NULL,95.3,41.958868,-87.781975
610180,2015-16,SMYTH,Magnet,ES,1059 W 13TH ST,Chicago,Illinois,60608,7735347180, ,2015,BELOW AVERAGE,FAR BELOW AVERAGE,20,5,3,2,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,WEAK,NEUTRAL,WEAK,3.8,95.1,27.6,7.9,NULL,NULL,NULL,95,41.865351,-87.653445
610180,2016-17,SMYTH,Magnet,ES,1059 W 13TH ST,Chicago,Illinois,60608,7735347180,http://smythibworld.org/,2016,ABOVE AVERAGE,BELOW AVERAGE,88,88,15,14,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,8.1,93.4,27.6,NULL,NULL,NULL,NULL,95,41.865351,-87.653445
610180,2017-18,SMYTH,Magnet,ES, , , , ,7735347180,http://smythibworld.org/,2017,BELOW AVERAGE,FAR BELOW AVERAGE,40,4,8,4,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,5.8,92.8,24.5,NULL,NULL,NULL,NULL,90.1, , 
610180,2018-19,SMYTH,Magnet,ES,1059 W 13TH ST,Chicago,Illinois,60608,7735347180,https://cps.edu/smyth,2018,ABOVE AVERAGE,BELOW AVERAGE,78,65,11,8,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,7.6,93.3,23.6,NULL,NULL,NULL,NULL,93.2,41.865351,-87.653445
610182,2015-16,SOLOMON,Neighborhood,ES,6206 N HAMLIN AVE,Chicago,Illinois,60659,7735345226, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,93,78,98,99,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,3.8,95.1,9,7.9,NULL,NULL,NULL,95,41.993942,-87.724043
610182,2016-17,SOLOMON,Neighborhood,ES,6206 N HAMLIN AVE,Chicago,Illinois,60659,7735345226,http://solomon.cps.edu,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,85,75,96,93,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,NEUTRAL,STRONG,8.1,93.4,9,NULL,NULL,NULL,NULL,95,41.993942,-87.724043
610182,2017-18,SOLOMON,Neighborhood,ES, , , , ,7735345226,http://solomon.cps.edu,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,71,94,96,96,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,5.4,NULL,NULL,NULL,NULL,90.1, , 
610182,2018-19,SOLOMON,Neighborhood,ES,6206 N HAMLIN AVE,Chicago,Illinois,60659,7735345226,https://solomon.cps.edu,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,56,72,94,94,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,0,93.3,7.5,NULL,NULL,NULL,NULL,94.5,41.993942,-87.724043
610183,2015-16,SPENCER,Neighborhood,ES,214 N LAVERGNE AVE,Chicago,Illinois,60644,7735346150, ,2015,BELOW AVERAGE,FAR BELOW AVERAGE,20,18,5,9,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,3.8,95.1,28.7,7.9,NULL,NULL,NULL,95,41.884876,-87.750445
610183,2016-17,SPENCER,Neighborhood,ES,214 N LAVERGNE AVE,Chicago,Illinois,60644,7735346150,http://www.spencertech.org,2016,AVERAGE,FAR BELOW AVERAGE,68,39,9,9,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,WEAK,8.1,93.4,28.7,NULL,NULL,NULL,NULL,95,41.884876,-87.750445
610183,2017-18,SPENCER,Neighborhood,ES, , , , ,7735346150,http://www.spencertech.org,2017,AVERAGE,FAR BELOW AVERAGE,64,17,7,4,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,WEAK,WEAK,VERY WEAK,5.8,92.8,23.1,NULL,NULL,NULL,NULL,90.1, , 
610183,2018-19,SPENCER,Neighborhood,ES,214 N LAVERGNE AVE,Chicago,Illinois,60644,7735346150,https://spencertech.cps.edu,2018,FAR ABOVE AVERAGE,BELOW AVERAGE,98,99,20,28,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,25.5,93.3,26.7,NULL,NULL,NULL,NULL,94.9,41.884876,-87.750445
610184,2015-16,SPRY ES,Neighborhood,ES,2400 S MARSHALL BLVD,Chicago,Illinois,60623,7735341700, ,2015,ABOVE AVERAGE,AVERAGE,50,97,15,51,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,14.2,7.9,NULL,NULL,NULL,95,41.847747,-87.700184
610184,2016-17,SPRY ES,Neighborhood,ES,2400 S MARSHALL BLVD,Chicago,Illinois,60623,7735341700,http://www.spryschool.org/,2016,AVERAGE,BELOW AVERAGE,48,31,17,30,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,WEAK,WEAK,WEAK,8.1,93.4,14.2,NULL,NULL,NULL,NULL,95,41.847747,-87.700184
610184,2017-18,SPRY ES,Neighborhood,ES, , , , ,7735341700,http://spry.cps.edu,2017,ABOVE AVERAGE,BELOW AVERAGE,79,55,29,25,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,5.8,92.8,12.4,NULL,NULL,NULL,NULL,90.1, , 
610184,2018-19,SPRY ES,Neighborhood,ES,2400 S MARSHALL BLVD,Chicago,Illinois,60623,7735341700,http://spry.cps.edu,2018,AVERAGE,BELOW AVERAGE,46,35,29,22,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,3.1,93.3,12.6,NULL,NULL,NULL,NULL,95.2,41.847747,-87.700184
610185,2015-16,STEVENSON,Neighborhood,ES,8010 S KOSTNER AVE,Chicago,Illinois,60652,7735352280, ,2015,AVERAGE,ABOVE AVERAGE,66,66,76,84,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,3.8,95.1,16.8,7.9,NULL,NULL,NULL,95,41.747107,-87.731666
610185,2016-17,STEVENSON,Neighborhood,ES,8010 S KOSTNER AVE,Chicago,Illinois,60652,7735352280,http://stevenson.cps.edu/,2016,AVERAGE,AVERAGE,76,27,69,62,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,8.1,93.4,16.8,NULL,NULL,NULL,NULL,95,41.747107,-87.731666
610185,2017-18,STEVENSON,Neighborhood,ES, , , , ,7735352280,http://stevenson.cps.edu/,2017,ABOVE AVERAGE,ABOVE AVERAGE,71,42,71,59,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,5.8,92.8,10.1,NULL,NULL,NULL,NULL,90.1, , 
610185,2018-19,STEVENSON,Neighborhood,ES,8010 S KOSTNER AVE,Chicago,Illinois,60652,7735352280,https://stevenson.cps.edu,2018,AVERAGE,AVERAGE,54,50,69,61,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,1.1,93.3,8,NULL,NULL,NULL,NULL,94.3,41.747107,-87.731666
610188,2015-16,DUNNE,Neighborhood,ES,10845 S UNION AVE,Chicago,Illinois,60628,7735355517, ,2015,BELOW AVERAGE,AVERAGE,7,26,56,51,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,3.8,95.1,19.2,7.9,NULL,NULL,NULL,95,41.696496,-87.639974
610188,2016-17,DUNNE,Neighborhood,ES,10845 S UNION AVE,Chicago,Illinois,60628,7735355517,NULL,2016,ABOVE AVERAGE,AVERAGE,99,50,75,39,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,WEAK,8.1,93.4,19.2,NULL,NULL,NULL,NULL,95,41.696496,-87.639974
610188,2017-18,DUNNE,Neighborhood,ES, , , , ,7735355517,https://www.dunnestemacademy.org,2017,BELOW AVERAGE,AVERAGE,24,1,58,21,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,15.1,NULL,NULL,NULL,NULL,90.1, , 
610188,2018-19,DUNNE,Neighborhood,ES,10845 S UNION AVE,Chicago,Illinois,60628,7735355517,https://www.dunnestemacademy.org,2018,AVERAGE,AVERAGE,40,24,51,18,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,3.1,93.3,21.8,NULL,NULL,NULL,NULL,92.5,41.696496,-87.639974
610191,2015-16,STONE,Magnet,ES,6239 N LEAVITT ST,Chicago,Illinois,60659,7735342045, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,97,92,99,98,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,3.8,95.1,4.5,7.9,NULL,NULL,NULL,95,41.995359,-87.684793
610191,2016-17,STONE,Magnet,ES,6239 N LEAVITT ST,Chicago,Illinois,60659,7735342045,http://stoneacademy.net/,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,82,81,95,90,MODERATELY ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,4.5,NULL,NULL,NULL,NULL,95,41.995359,-87.684793
610191,2017-18,STONE,Magnet,ES, , , , ,7735342045,http://stoneacademy.net/,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,96,81,97,91,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,5.8,92.8,1.3,NULL,NULL,NULL,NULL,90.1, , 
610191,2018-19,STONE,Magnet,ES,6239 N LEAVITT ST,Chicago,Illinois,60659,7735342045,http://stoneacademy.net/,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,58,77,96,91,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,0.5,93.3,2.7,NULL,NULL,NULL,NULL,95.3,41.995359,-87.684793
610192,2015-16,STOWE,Neighborhood,ES,3444 W WABANSIA AVE,Chicago,Illinois,60647,7735344175, ,2015,BELOW AVERAGE,BELOW AVERAGE,9,26,10,30,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,17.5,7.9,NULL,NULL,NULL,95,41.911938,-87.713318
610192,2016-17,STOWE,Neighborhood,ES,3444 W WABANSIA AVE,Chicago,Illinois,60647,7735344175,http://www.stowe.cps.edu/,2016,ABOVE AVERAGE,BELOW AVERAGE,76,70,23,36,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,17.5,NULL,NULL,NULL,NULL,95,41.911938,-87.713318
610192,2017-18,STOWE,Neighborhood,ES, , , , ,7735344175,http://www.stowe.cps.edu/,2017,AVERAGE,BELOW AVERAGE,60,28,33,31,MODERATELY ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,WEAK,WEAK,5.8,92.8,11.3,NULL,NULL,NULL,NULL,90.1, , 
610192,2018-19,STOWE,Neighborhood,ES,3444 W WABANSIA AVE,Chicago,Illinois,60647,7735344175,https://stowe.cps.edu,2018,ABOVE AVERAGE,AVERAGE,82,55,43,32,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,VERY WEAK,6.2,93.3,13.8,NULL,NULL,NULL,NULL,95.1,41.911938,-87.713318
610193,2015-16,NEW SULLIVAN,Neighborhood,ES,8331 S MACKINAW AVE,Chicago,Illinois,60617,7735356585, ,2015,ABOVE AVERAGE,BELOW AVERAGE,64,72,12,13,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,41,7.9,NULL,NULL,NULL,95,41.743829,-87.542928
610193,2016-17,NEW SULLIVAN,Neighborhood,ES,8331 S MACKINAW AVE,Chicago,Illinois,60617,7735356585,http://www.newsullivan.cps.edu,2016,ABOVE AVERAGE,BELOW AVERAGE,54,88,17,24,ORGANIZED,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,41,NULL,NULL,NULL,NULL,95,41.743829,-87.542928
610193,2017-18,NEW SULLIVAN,Neighborhood,ES, , , , ,7735356585,http://www.newsullivan.cps.edu,2017,AVERAGE,BELOW AVERAGE,58,31,26,22,ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,5.8,92.8,27,NULL,NULL,NULL,NULL,90.1, , 
610193,2018-19,NEW SULLIVAN,Neighborhood,ES,8331 S MACKINAW AVE,Chicago,Illinois,60617,7735356585,https://newsullivan.cps.edu,2018,ABOVE AVERAGE,BELOW AVERAGE,68,78,35,34,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,4,93.3,22.8,NULL,NULL,NULL,NULL,93.2,41.743829,-87.542928
610194,2015-16,SUMNER,Neighborhood,ES,4320 W 5TH AVE,Chicago,Illinois,60624,7735346730, ,2015,AVERAGE,AVERAGE,40,63,44,60,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,3.8,95.1,22.2,7.9,NULL,NULL,NULL,95,41.870828,-87.733524
610194,2016-17,SUMNER,Neighborhood,ES,4320 W 5TH AVE,Chicago,Illinois,60624,7735346730,NULL,2016,ABOVE AVERAGE,AVERAGE,83,72,52,54,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,8.1,93.4,22.2,NULL,NULL,NULL,NULL,95,41.870828,-87.733524
610194,2017-18,SUMNER,Neighborhood,ES, , , , ,7735346730,http://sumnermsca.org/,2017,ABOVE AVERAGE,AVERAGE,70,78,52,55,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,17.2,NULL,NULL,NULL,NULL,90.1, , 
610194,2018-19,SUMNER,Neighborhood,ES,4320 W 5TH AVE,Chicago,Illinois,60624,7735346730,http://sumnermsca.org/,2018,AVERAGE,AVERAGE,48,55,48,52,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,1.6,93.3,10.5,NULL,NULL,NULL,NULL,96.6,41.870828,-87.733524
610195,2015-16,SUTHERLAND,Neighborhood,ES,10015 S LEAVITT ST,Chicago,Illinois,60643,7735352580, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,87,55,97,87,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,WEAK,NEUTRAL,3.8,95.1,6.2,7.9,NULL,NULL,NULL,95,41.711445,-87.676821
610195,2016-17,SUTHERLAND,Neighborhood,ES,10015 S LEAVITT ST,Chicago,Illinois,60643,7735352580,http://www.ehsutherland.org,2016,AVERAGE,ABOVE AVERAGE,44,23,85,62,PARTIALLY ORGANIZED,STRONG,WEAK,NEUTRAL,WEAK,WEAK,WEAK,8.1,93.4,6.2,NULL,NULL,NULL,NULL,95,41.711445,-87.676821
610195,2017-18,SUTHERLAND,Neighborhood,ES, , , , ,7735352580,http://www.ehsutherland.org,2017,ABOVE AVERAGE,ABOVE AVERAGE,88,53,88,60,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,NEUTRAL,5.8,92.8,3.9,NULL,NULL,NULL,NULL,90.1, , 
610195,2018-19,SUTHERLAND,Neighborhood,ES,10015 S LEAVITT ST,Chicago,Illinois,60643,7735352580,http://sutherland.cps.edu,2018,FAR ABOVE AVERAGE,ABOVE AVERAGE,81,91,89,73,ORGANIZED,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,3.5,93.3,6.7,NULL,NULL,NULL,NULL,94.4,41.711445,-87.676821
610196,2015-16,SWIFT,Neighborhood,ES,5900 N WINTHROP AVE,Chicago,Illinois,60660,7735342695, ,2015,AVERAGE,ABOVE AVERAGE,66,58,64,82,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,18.3,7.9,NULL,NULL,NULL,95,41.989139,-87.658296
610196,2016-17,SWIFT,Neighborhood,ES,5900 N WINTHROP AVE,Chicago,Illinois,60660,7735342695,http://swiftelementary.org,2016,ABOVE AVERAGE,AVERAGE,86,47,66,61,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,18.3,NULL,NULL,NULL,NULL,95,41.989139,-87.658296
610196,2017-18,SWIFT,Neighborhood,ES, , , , ,7735342695,http://swiftelementary.org,2017,AVERAGE,AVERAGE,24,52,55,60,MODERATELY ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,5.8,92.8,12.8,NULL,NULL,NULL,NULL,90.1, , 
610196,2018-19,SWIFT,Neighborhood,ES,5900 N WINTHROP AVE,Chicago,Illinois,60660,7735342695,https://swiftelementary.org,2018,AVERAGE,AVERAGE,60,58,58,59,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,0.3,93.3,13.1,NULL,NULL,NULL,NULL,94.6,41.989139,-87.658296
